TRANSMISSION_LINE,trans_lz1,trans_lz2,trans_length_km,trans_efficiency,existing_trans_cap
l95669,2030018,2030033,9.16,0.96,249.53
l95670,2030018,2030042,9.23,0.96,270.04
l95671,2030019,2030020,0.0,0.96,0.0
l95672,2030019,2030022,1.12,0.96,239.29
l95673,2030042,2030019,4.85,0.96,250.29
l95674,2030019,2030062,12.53,0.96,245.08
l95675,2030021,2030022,0.0,0.96,0.0
l95676,2030021,2030023,0.0,0.96,0.0
l95677,2030022,2030042,5.7,0.96,247.74
l95678,2030024,2030025,0.0,0.96,0.0
l95679,2030024,2030046,17.5,0.96,263.66
l95680,2030049,2030024,5.69,0.96,242.84
l95681,2030026,2030027,0.0,0.96,0.0
l95682,2030042,2030026,4.61,0.96,233.45
l95683,2030026,2030311,6.61,0.96,259.69
l95684,2030028,2030039,4.72,0.96,243.15
l95685,2030029,2030030,4.23,0.96,242.4
l95686,2030036,2030029,5.5,0.96,263.3
l95687,2030029,2030059,8.57,0.96,248.01
l95688,2030030,2030036,3.71,0.96,260.18
l95689,2030046,2030031,4.23,0.96,260.2
l95690,2030033,2030032,2.28,0.96,259.7
l95691,2030039,2030032,5.45,0.96,205.57
l95692,2030040,2030033,1.03,0.96,266.07
l95693,2030034,2030038,12.88,0.96,237.84
l95694,2030034,2030066,12.64,0.96,242.53
l95695,2030036,2030035,0.0,0.99,415.09
l95696,2030035,2030037,0.0,0.98,0.0
l95697,2030388,2030035,29.21,0.98,1165.99
l95698,2030038,2030049,9.7,0.96,240.16
l95699,2030039,2030389,24.97,0.96,280.9
l95700,2030040,2030389,21.72,0.96,304.32
l95701,2030042,2030041,0.0,0.99,461.74
l95702,2030041,2030043,0.0,0.98,0.0
l95703,2030048,2030041,25.49,0.98,1034.67
l95704,2030041,2030458,64.2,0.98,1192.42
l95705,2030042,2030044,5.48,0.96,250.59
l95706,2030042,2030053,4.56,0.96,219.11
l95707,2030044,2030398,9.59,0.96,255.32
l95708,2030046,2030045,0.0,0.99,446.13
l95709,2030045,2030047,0.0,0.98,0.0
l95710,2030045,2030048,0.0,0.98,0.0
l95711,2030067,2030049,21.31,0.96,259.01
l95712,2030050,2030051,0.0,0.96,0.0
l95713,2030050,2030052,0.0,0.96,0.0
l95714,2030275,2030051,13.06,0.96,278.93
l95715,2030053,2030054,0.0,0.96,0.0
l95716,2030053,2030428,19.75,0.96,254.8
l95717,2030055,2030311,9.66,0.96,247.07
l95718,2030055,2030459,52.37,0.96,278.37
l95719,2030056,2030057,7.67,0.96,239.99
l95720,2030056,2030059,4.15,0.96,262.26
l95721,2030056,2030426,49.83,0.96,285.05
l95722,2030056,2030436,87.4,0.96,256.49
l95723,2030057,2030058,0.0,0.96,0.0
l95724,2030057,2030282,21.4,0.96,259.87
l95725,2030063,2030059,5.22,0.96,243.59
l95726,2030060,2030061,0.0,0.96,0.0
l95727,2030060,2030062,0.0,0.96,0.0
l95728,2030062,2030063,4.59,0.96,275.91
l95729,2030062,2030071,40.61,0.96,279.25
l95730,2030428,2030062,8.95,0.96,273.27
l95731,2030063,2030064,0.0,0.96,0.0
l95732,2030288,2030065,60.23,0.96,256.38
l95733,2030436,2030065,36.11,0.96,250.1
l95734,2030066,2030072,42.54,0.96,264.18
l95735,2030067,2030069,13.59,0.96,289.83
l95736,2030068,2030072,12.74,0.96,244.9
l95737,2030068,2030459,52.57,0.96,255.42
l95738,2030069,2030282,34.17,0.96,235.47
l95739,2030069,2030334,76.86,0.96,266.9
l95740,2030069,2030459,26.37,0.96,278.49
l95741,2030071,2030070,0.0,0.99,427.97
l95742,2030271,2030070,174.3,0.98,1168.49
l95743,2030070,2030367,192.71,0.98,1154.09
l95744,2030388,2030070,32.21,0.98,1179.26
l95745,2030073,2030072,53.52,0.96,241.53
l95746,2030072,2030381,76.11,0.96,252.36
l95747,2030073,2030074,0.0,0.96,0.0
l95748,2030073,2030381,44.88,0.96,249.9
l95749,2030076,2030075,0.0,0.99,393.4
l95750,2030307,2030075,56.76,0.98,1199.66
l95751,2030458,2030075,90.75,0.98,1144.39
l95752,2030278,2030076,40.74,0.96,206.44
l95753,2030079,2030077,84.84,0.96,226.72
l95754,2030077,2030315,95.89,0.96,262.49
l95755,2030309,2030078,95.1,0.96,258.23
l95756,2030078,2030360,63.22,0.96,272.45
l95757,2030079,2030272,112.33,0.96,232.42
l95758,2030315,2030080,49.33,0.96,207.61
l95759,2030080,2030318,30.15,0.96,277.02
l95760,2030360,2030080,54.17,0.96,263.16
l95761,2030081,2030082,0.0,0.96,0.0
l95762,2030082,2030087,83.16,0.96,267.09
l95763,2030082,2030363,77.54,0.96,273.48
l95764,2030084,2030083,56.25,0.96,218.95
l95765,2030083,2030091,111.52,0.96,232.24
l95766,2030099,2030084,83.09,0.96,175.35
l95767,2030085,2030086,0.0,0.96,0.0
l95768,2030085,2030087,0.0,0.96,0.0
l95769,2030087,2030100,142.02,0.96,262.06
l95770,2030088,2030089,0.0,0.96,0.0
l95771,2030088,2030092,79.52,0.96,211.81
l95772,2030088,2030097,62.61,0.96,234.82
l95773,2030088,2030303,43.88,0.96,199.38
l95774,2030091,2030090,0.0,0.99,389.29
l95775,2030090,2030173,69.38,0.98,1088.44
l95776,2030092,2030252,107.1,0.96,199.86
l95777,2030094,2030093,0.0,0.99,386.33
l95778,2030302,2030093,90.67,0.98,1285.68
l95779,2030093,2074223,204.49,0.98,1340.36
l95780,2030095,2030094,0.0,0.99,108.29
l95781,2030289,2030094,34.0,0.96,243.05
l95782,2030303,2030094,90.67,0.96,276.9
l95783,2030290,2030095,34.0,0.94,227.21
l95784,2030096,2030097,0.0,0.96,0.0
l95785,2030097,2030243,74.66,0.96,268.23
l95786,2030098,2030099,0.0,0.96,0.0
l95787,2030100,2030099,106.22,0.96,257.03
l95788,2030109,2030099,16.67,0.96,230.88
l95789,2030101,2030103,3.08,0.96,280.29
l95790,2030116,2030101,4.46,0.96,231.63
l95791,2030101,2030129,5.71,0.96,234.19
l95792,2030102,2030103,0.0,0.96,0.0
l95793,2030124,2030103,1.72,0.96,305.27
l95794,2030104,2030137,20.41,0.96,277.99
l95795,2030104,2030144,2.33,0.96,224.49
l95796,2030105,2030129,6.25,0.96,290.75
l95797,2030105,2030153,1.6,0.96,262.89
l95798,2030105,2030185,10.78,0.96,308.31
l95799,2030106,2030147,4.65,0.96,242.29
l95800,2030106,2030186,3.0,0.96,282.91
l95801,2030107,2030188,1.28,0.96,290.93
l95802,2030107,2030380,14.73,0.96,315.23
l95803,2030108,2030110,5.33,0.96,295.66
l95804,2030108,2030168,8.63,0.96,276.59
l95805,2030169,2030108,5.96,0.96,279.36
l95806,2030137,2030109,4.79,0.96,272.75
l95807,2030110,2030111,0.0,0.96,0.0
l95808,2030110,2030133,16.56,0.96,296.29
l95809,2030170,2030110,3.35,0.96,265.32
l95810,2030113,2030112,0.0,0.99,471.72
l95811,2030112,2030114,0.0,0.98,0.0
l95812,2030112,2030115,0.0,0.98,0.0
l95813,2030138,2030113,1.77,0.96,252.81
l95814,2030113,2030140,5.24,0.96,288.95
l95815,2030173,2030114,10.22,0.98,1027.62
l95816,2030114,2030433,19.21,0.98,1161.11
l95817,2030133,2030116,2.7,0.96,258.15
l95818,2030140,2030116,7.65,0.96,250.16
l95819,2030118,2030117,0.0,0.99,108.45
l95820,2030117,2030119,0.0,0.96,0.0
l95821,2030117,2030158,5.57,0.96,247.27
l95822,2030117,2030434,39.07,0.96,264.77
l95823,2030120,2030121,0.0,0.96,0.0
l95824,2030120,2030122,0.0,0.96,0.0
l95825,2030124,2030122,4.92,0.96,267.39
l95826,2030122,2030136,2.16,0.96,234.55
l95827,2030124,2030123,0.0,0.99,517.18
l95828,2030123,2030125,0.0,0.98,0.0
l95829,2030125,2030416,28.02,0.98,1119.94
l95830,2030126,2030127,6.83,0.96,291.86
l95831,2030174,2030126,2.73,0.96,220.75
l95832,2030197,2030127,1.18,0.96,326.17
l95833,2030128,2030129,0.0,0.96,0.0
l95834,2030130,2030131,0.0,0.96,0.0
l95835,2030136,2030130,2.88,0.96,276.24
l95836,2030130,2030160,16.28,0.96,265.33
l95837,2030130,2030197,6.98,0.96,290.15
l95838,2030132,2030174,0.91,0.96,239.76
l95839,2030132,2030189,13.12,0.96,280.01
l95840,2030134,2030135,0.0,0.96,0.0
l95841,2030134,2030136,0.0,0.96,0.0
l95842,2030137,2030172,13.33,0.96,332.26
l95843,2030138,2030155,3.42,0.96,251.78
l95844,2030139,2030200,12.55,0.96,245.0
l95845,2030430,2030139,4.68,0.96,284.46
l95846,2030140,2030141,0.0,0.96,0.0
l95847,2030142,2030143,0.0,0.96,0.0
l95848,2030142,2030145,3.45,0.96,251.91
l95849,2030430,2030142,5.92,0.96,298.66
l95850,2030144,2030174,5.7,0.96,298.05
l95851,2030145,2030146,0.0,0.96,0.0
l95852,2030145,2030152,4.38,0.96,275.93
l95853,2030188,2030145,3.93,0.96,242.33
l95854,2030147,2030158,7.49,0.96,260.26
l95855,2030148,2030149,0.0,0.96,0.0
l95856,2030148,2030164,1.2,0.96,247.45
l95857,2030148,2030213,3.8,0.96,264.03
l95858,2030150,2030151,0.0,0.96,0.0
l95859,2030150,2030152,0.0,0.96,0.0
l95860,2030178,2030152,4.57,0.96,310.6
l95861,2030156,2030153,2.15,0.96,294.08
l95862,2030154,2030160,4.22,0.96,257.63
l95863,2030154,2030209,4.88,0.96,293.15
l95864,2030154,2030286,59.44,0.96,218.47
l95865,2030155,2030172,13.36,0.96,291.32
l95866,2030156,2030157,0.0,0.96,0.0
l95867,2030197,2030156,0.78,0.96,316.35
l95868,2030159,2030158,0.0,0.99,104.73
l95869,2030161,2030159,7.24,0.94,219.0
l95870,2030159,2030327,32.14,0.94,199.21
l95871,2030160,2030163,0.0,0.99,173.3
l95872,2030161,2030163,0.0,0.99,98.3
l95873,2030180,2030161,2.98,0.94,203.38
l95874,2030162,2030163,0.0,0.99,75.0
l95875,2030164,2030165,0.0,0.96,0.0
l95876,2030164,2030166,9.13,0.96,290.25
l95877,2030185,2030166,2.37,0.96,263.85
l95878,2030166,2030232,9.95,0.96,306.53
l95879,2030166,2030401,6.72,0.96,283.73
l95880,2030215,2030167,3.56,0.96,265.53
l95881,2030167,2030450,38.87,0.96,295.91
l95882,2030172,2030168,1.63,0.96,310.14
l95883,2030170,2030169,6.36,0.96,306.4
l95884,2030169,2030172,1.64,0.96,309.13
l95885,2030169,2030427,21.19,0.96,464.69
l95886,2030172,2030171,0.0,0.99,599.02
l95887,2030172,2030171,0.0,0.99,599.02
l95888,2030172,2030171,0.0,0.99,599.02
l95889,2030171,2030378,24.81,0.98,1244.21
l95890,2030444,2030171,22.61,0.98,1269.95
l95891,2030174,2030173,0.0,0.99,460.36
l95892,2030173,2030416,20.49,0.98,1225.7
l95893,2030177,2030175,2.74,0.96,284.48
l95894,2030175,2030186,1.68,0.96,268.71
l95895,2030176,2030177,0.0,0.96,0.0
l95896,2030177,2030197,0.6,0.96,308.4
l95897,2030191,2030178,3.84,0.96,317.3
l95898,2030178,2030430,2.56,0.96,286.94
l95899,2030180,2030179,0.0,0.99,94.75
l95900,2030179,2030209,2.84,0.96,220.88
l95901,2030181,2030206,7.78,0.96,237.41
l95902,2030181,2030215,3.01,0.96,232.55
l95903,2030181,2030339,25.86,0.96,267.11
l95904,2030182,2030183,0.0,0.96,0.0
l95905,2030183,2030203,5.16,0.96,243.49
l95906,2030183,2030237,7.82,0.96,246.38
l95907,2030183,2030277,20.04,0.96,288.0
l95908,2030203,2030184,1.54,0.96,249.67
l95909,2030238,2030184,3.89,0.96,272.72
l95910,2030185,2030380,8.16,0.96,314.31
l95911,2030186,2030187,0.0,0.96,0.0
l95912,2030186,2030230,6.48,0.96,297.72
l95913,2030226,2030189,1.38,0.96,200.41
l95914,2030189,2030425,18.76,0.96,318.97
l95915,2030190,2030236,7.86,0.96,254.87
l95916,2030190,2030380,4.61,0.96,263.82
l95917,2030191,2030296,28.59,0.96,391.54
l95918,2030234,2030192,1.47,0.96,257.2
l95919,2030192,2030380,4.69,0.96,304.86
l95920,2030193,2030194,0.0,0.96,0.0
l95921,2030193,2030195,0.0,0.96,0.0
l95922,2030195,2030216,3.5,0.96,244.49
l95923,2030195,2030222,7.32,0.96,255.83
l95924,2030197,2030196,0.0,0.99,593.49
l95925,2030197,2030196,0.0,0.99,593.49
l95926,2030197,2030196,0.0,0.99,593.49
l95927,2030379,2030196,15.07,0.98,1169.72
l95928,2030196,2030416,13.42,0.98,1324.12
l95929,2030198,2030199,0.0,0.96,0.0
l95930,2030204,2030199,5.87,0.96,277.27
l95931,2030199,2030221,2.89,0.96,301.99
l95932,2030199,2030333,12.82,0.96,360.0
l95933,2030202,2030200,6.46,0.96,243.2
l95934,2030201,2030202,0.0,0.96,0.0
l95935,2030202,2030224,5.33,0.96,278.13
l95936,2030203,2030244,17.49,0.96,288.19
l95937,2030204,2030205,0.0,0.96,0.0
l95938,2030204,2030232,6.45,0.96,254.84
l95939,2030206,2030207,0.0,0.96,0.0
l95940,2030216,2030206,1.43,0.96,243.09
l95941,2030206,2030401,4.31,0.96,295.51
l95942,2030209,2030208,0.0,0.99,455.17
l95943,2030324,2030208,16.54,0.98,1161.72
l95944,2030208,2030355,22.52,0.98,950.25
l95945,2030209,2030215,4.1,0.96,234.82
l95946,2030210,2030211,0.0,0.96,0.0
l95947,2030210,2030352,11.36,0.96,256.99
l95948,2030210,2030368,16.44,0.96,253.54
l95949,2030212,2030213,0.0,0.96,0.0
l95950,2030213,2030234,5.85,0.96,302.34
l95951,2030219,2030214,2.02,0.96,280.74
l95952,2030214,2030236,1.28,0.96,242.62
l95953,2030216,2030217,0.0,0.96,0.0
l95954,2030216,2030223,14.16,0.96,247.34
l95955,2030216,2030323,3.17,0.96,291.17
l95956,2030219,2030218,0.0,0.99,431.35
l95957,2030218,2030220,0.0,0.98,0.0
l95958,2030324,2030218,12.77,0.98,1210.87
l95959,2030219,2030232,3.13,0.96,270.54
l95960,2030224,2030221,2.65,0.96,303.95
l95961,2030221,2030425,16.1,0.96,306.58
l95962,2030323,2030222,1.38,0.96,288.46
l95963,2030223,2030352,8.46,0.96,280.41
l95964,2030224,2030225,0.0,0.96,0.0
l95965,2030226,2030224,0.79,0.96,295.38
l95966,2030224,2030242,42.45,0.96,311.68
l95967,2030227,2030228,0.0,0.96,0.0
l95968,2030227,2030229,0.0,0.96,0.0
l95969,2030231,2030229,7.16,0.96,263.63
l95970,2030229,2030232,5.2,0.96,244.49
l95971,2030229,2030256,41.8,0.96,313.3
l95972,2030230,2030380,9.06,0.96,327.68
l95973,2030231,2030239,1.15,0.96,215.7
l95974,2030232,2030348,12.54,0.96,307.7
l95975,2030244,2030233,4.66,0.96,247.08
l95976,2030233,2030450,17.79,0.96,280.08
l95977,2030401,2030234,0.45,0.96,304.34
l95978,2030235,2030236,0.0,0.96,0.0
l95979,2030236,2030380,3.33,0.96,286.34
l95980,2030352,2030237,9.88,0.96,282.67
l95981,2030238,2030240,6.42,0.96,243.66
l95982,2030238,2030323,2.98,0.96,290.65
l95983,2030323,2030239,3.04,0.96,277.72
l95984,2030241,2030240,0.0,0.99,106.73
l95985,2030241,2030245,9.4,0.9,186.93
l95986,2040021,2030241,65.62,0.9,138.12
l95987,2030242,2030267,72.83,0.96,312.91
l95988,2030248,2030243,94.11,0.96,271.78
l95989,2030243,2030265,46.78,0.96,219.46
l95990,2030244,2030247,0.0,0.99,243.6
l95991,2030245,2030247,0.0,0.99,150.0
l95992,2040981,2030245,13.23,0.9,201.46
l95993,2040981,2030245,13.23,0.9,201.46
l95994,2040981,2030245,13.23,0.9,201.46
l95995,2030246,2030247,0.0,0.99,133.8
l95996,2030248,2030251,0.0,0.99,239.5
l95997,2030249,2030251,0.0,0.99,114.5
l95998,2030249,2074261,116.48,0.94,223.88
l95999,2030249,2074307,151.89,0.94,212.88
l96000,2030249,2074336,99.39,0.94,171.73
l96001,2030250,2030251,0.0,0.99,125.0
l96002,2030383,2030252,55.54,0.96,250.79
l96003,2030254,2030253,0.0,0.99,102.77
l96004,2030253,2030255,0.0,0.96,0.0
l96005,2030286,2030253,43.6,0.96,229.93
l96006,2030254,2040009,9.03,0.9,134.4
l96007,2040014,2030254,9.41,0.9,124.25
l96008,2040731,2030254,4.67,0.9,128.96
l96009,2030256,2030259,105.22,0.96,320.46
l96010,2030257,2030258,0.0,0.96,0.0
l96011,2030257,2030259,0.0,0.96,0.0
l96012,2030257,2030260,0.0,0.96,0.0
l96013,2030263,2030259,52.51,0.96,305.68
l96014,2050001,2030259,74.97,0.96,265.19
l96015,2030261,2030263,60.07,0.96,265.8
l96016,2030261,2050422,147.37,0.96,275.07
l96017,2030262,2030333,40.75,0.96,304.04
l96018,2030346,2030262,14.28,0.96,309.9
l96019,2050000,2030263,38.19,0.96,279.47
l96020,2030264,2030265,0.0,0.96,0.0
l96021,2030264,2030266,0.0,0.96,0.0
l96022,2030264,2050006,61.33,0.96,277.0
l96023,2050002,2030267,44.46,0.96,323.15
l96024,2030267,2050014,96.03,0.96,275.01
l96025,2030268,2030269,0.0,0.99,132.77
l96026,2030268,2030270,0.0,0.96,0.0
l96027,2030270,2030311,0.57,0.96,251.81
l96028,2030270,2030428,27.28,0.96,243.87
l96029,2030270,2030445,0.73,0.96,221.74
l96030,2030272,2030271,0.0,0.99,264.77
l96031,2030314,2030271,84.05,0.98,1160.89
l96032,2030273,2030274,0.0,0.99,71.44
l96033,2030273,2030275,0.0,0.96,0.0
l96034,2030273,2030276,0.0,0.96,0.0
l96035,2030398,2030275,0.4,0.96,273.26
l96036,2030277,2030339,0.13,0.96,280.23
l96037,2030278,2030279,0.0,0.99,60.48
l96038,2030278,2030280,0.0,0.99,24.08
l96039,2030278,2030308,96.71,0.96,267.82
l96040,2030278,2030381,55.25,0.96,276.9
l96041,2030281,2030282,0.0,0.96,0.0
l96042,2030281,2030283,0.0,0.96,0.0
l96043,2030428,2030282,0.69,0.96,237.43
l96044,2030285,2030284,0.0,0.99,85.79
l96045,2030284,2030286,0.0,0.96,0.0
l96046,2030287,2030288,0.0,0.96,0.0
l96047,2030288,2030309,6.75,0.96,275.25
l96048,2030288,2030426,23.99,0.96,265.92
l96049,2030290,2030289,0.0,0.99,70.41
l96050,2030289,2030291,0.0,0.99,95.66
l96051,2030290,2074104,57.12,0.94,226.8
l96052,2030293,2030292,0.0,0.99,109.39
l96053,2030292,2030294,0.0,0.96,0.0
l96054,2040981,2030293,26.64,0.9,135.82
l96055,2030294,2030348,0.89,0.96,260.11
l96056,2030296,2030295,0.0,0.99,452.45
l96057,2030295,2030297,0.0,0.99,516.33
l96058,2030295,2030298,0.0,0.99,516.12
l96059,2030295,2030299,0.0,0.99,515.8
l96060,2030295,2030300,0.0,0.99,410.17
l96061,2030295,2030301,0.0,0.99,409.89
l96062,2030444,2030295,5.52,0.98,1038.57
l96063,2030302,2030305,0.0,0.99,327.5
l96064,2030302,2030306,0.0,0.99,570.57
l96065,2030302,2030307,141.92,0.98,1197.35
l96066,2030314,2030302,54.46,0.98,1175.0
l96067,2030303,2030305,0.0,0.99,277.5
l96068,2030318,2030303,22.54,0.96,270.59
l96069,2030304,2030305,0.0,0.99,50.0
l96070,2030308,2030307,0.0,0.99,370.0
l96071,2030309,2030334,41.02,0.96,212.55
l96072,2030310,2030311,0.0,0.96,0.0
l96073,2030310,2030312,0.0,0.96,0.0
l96074,2030311,2030398,2.53,0.96,281.55
l96075,2030311,2030445,0.84,0.96,249.95
l96076,2030314,2030313,0.0,0.99,1080.78
l96077,2030313,2030316,0.0,0.99,1641.37
l96078,2030313,2030317,0.0,0.99,1640.35
l96079,2030387,2030313,249.17,0.99,4016.08
l96080,2030315,2030314,0.0,0.99,346.96
l96081,2030318,2030321,0.0,0.99,289.8
l96082,2030319,2030321,0.0,0.99,144.9
l96083,2030320,2030321,0.0,0.99,144.9
l96084,2030323,2030322,0.0,0.99,487.5
l96085,2030322,2030324,0.0,0.98,0.0
l96086,2030322,2030325,0.0,0.98,0.0
l96087,2030416,2030324,6.18,0.98,1251.16
l96088,2030324,2030457,24.81,0.98,1269.04
l96089,2030326,2030329,0.0,0.99,145.5
l96090,2030326,2030330,0.0,0.96,0.0
l96091,2030326,2030331,0.0,0.96,0.0
l96092,2030327,2030329,0.0,0.99,95.5
l96093,2030328,2030329,0.0,0.99,50.0
l96094,2030339,2030330,0.84,0.96,243.99
l96095,2030332,2030333,0.0,0.96,0.0
l96096,2030333,2030371,4.5,0.96,296.14
l96097,2030334,2030335,0.0,0.99,138.38
l96098,2030334,2030336,0.0,0.99,91.06
l96099,2030334,2030337,0.0,0.99,17.66968711406418
l96100,2030338,2030341,0.0,0.99,529.3
l96101,2030338,2030342,0.0,0.99,514.4
l96102,2030338,2030343,0.0,0.99,514.32
l96103,2030338,2030344,0.0,0.99,513.31
l96104,2030338,2030355,10.98,0.98,1098.84
l96105,2030339,2030341,0.0,0.99,429.3
l96106,2030368,2030339,1.62,0.96,254.14
l96107,2030339,2030434,2.81,0.96,221.58
l96108,2030340,2030341,0.0,0.99,100.0
l96109,2030346,2030345,0.0,0.99,388.92
l96110,2030345,2030347,0.0,0.99,588.4
l96111,2030345,2030424,40.35,0.98,1202.56
l96112,2030348,2030349,0.0,0.99,190.68
l96113,2030348,2030350,0.0,0.99,170.68
l96114,2030351,2030354,0.0,0.99,538.9
l96115,2030351,2030355,0.0,0.98,0.0
l96116,2030352,2030354,0.0,0.99,413.9
l96117,2030434,2030352,10.02,0.96,234.73
l96118,2030353,2030354,0.0,0.99,125.0
l96119,2030356,2030359,0.0,0.99,330.1
l96120,2030356,2030360,0.0,0.96,0.0
l96121,2030356,2030361,0.0,0.96,0.0
l96122,2030357,2030359,0.0,0.99,165.1
l96123,2030358,2030359,0.0,0.99,165.1
l96124,2030363,2030362,0.0,0.99,374.16
l96125,2030362,2030366,0.0,0.99,787.7
l96126,2030362,2030367,0.0,0.98,0.0
l96127,2030362,2030367,0.0,0.98,0.0
l96128,2030364,2030366,0.0,0.99,393.8
l96129,2030365,2030366,0.0,0.99,393.8
l96130,2030367,2030382,215.01,0.98,1177.37
l96131,2030370,2030369,0.0,0.99,1514.04
l96132,2030369,2030372,0.0,0.99,1601.71
l96133,2030369,2030373,0.0,0.99,1598.29
l96134,2030369,2030374,0.0,0.99,1595.71
l96135,2030369,2030375,0.0,0.99,1592.69
l96136,2030369,2030376,0.0,0.99,1591.17
l96137,2030369,2030377,0.0,0.99,1587.51
l96138,2030399,2030369,34.91,0.99,3937.64
l96139,2030371,2030370,0.0,0.99,401.26
l96140,2030370,2030378,0.0,0.98,0.0
l96141,2030378,2030424,4.4,0.98,1176.79
l96142,2030380,2030379,0.0,0.99,602.06
l96143,2030380,2030379,0.0,0.99,602.06
l96144,2030380,2030379,0.0,0.99,602.06
l96145,2030379,2030416,5.77,0.98,1375.66
l96146,2030379,2030457,29.86,0.98,1254.05
l96147,2030382,2030385,0.0,0.99,394.0
l96148,2030382,2030386,0.0,0.99,484.58
l96149,2030382,2050410,148.96,0.98,1059.25
l96150,2030383,2030385,0.0,0.99,319.0
l96151,2050422,2030383,146.99,0.96,221.89
l96152,2030384,2030385,0.0,0.99,75.0
l96153,2030388,2030387,0.0,0.99,1348.7
l96154,2030387,2030390,0.0,0.99,1354.74
l96155,2030387,2030391,0.0,0.99,1353.79
l96156,2030387,2030392,0.0,0.99,1352.62
l96157,2030387,2030393,0.0,0.99,1351.51
l96158,2030387,2030394,0.0,0.99,1350.55
l96159,2030387,2030395,0.0,0.99,1269.57
l96160,2030387,2030396,0.0,0.99,1141.11
l96161,2030387,2030397,0.0,0.99,1127.17
l96162,2030389,2030388,0.0,0.99,441.79
l96163,2030428,2030389,0.84,0.96,252.41
l96164,2030400,2030399,0.0,0.99,1652.28
l96165,2030400,2030399,0.0,0.99,1652.28
l96166,2030400,2030399,0.0,0.99,1652.28
l96167,2030399,2030404,0.0,0.99,1306.07
l96168,2030399,2030405,0.0,0.99,1305.21
l96169,2030399,2030406,0.0,0.99,1302.02
l96170,2030399,2030407,0.0,0.99,1301.73
l96171,2030399,2030408,0.0,0.99,1300.98
l96172,2030399,2030409,0.0,0.99,1298.79
l96173,2030399,2030410,0.0,0.99,1178.77
l96174,2030399,2030411,0.0,0.99,1167.98
l96175,2030399,2030412,0.0,0.99,1164.05
l96176,2030399,2030413,0.0,0.99,1161.93
l96177,2030399,2030414,0.0,0.99,1161.04
l96178,2030399,2030415,0.0,0.99,1156.9
l96179,2030399,2040783,339.69,0.99,4235.96
l96180,2030400,2030403,0.0,0.99,700.0
l96181,2030400,2030416,0.0,0.98,0.0
l96182,2030401,2030403,0.0,0.99,700.0
l96183,2030402,2030403,0.0,0.99,50.0
l96184,2030417,2030420,0.0,0.99,590.2
l96185,2030417,2030421,0.0,0.99,535.02
l96186,2030417,2030422,0.0,0.99,534.8
l96187,2030417,2030423,0.0,0.99,532.91
l96188,2030417,2030424,0.0,0.98,0.0
l96189,2030418,2030420,0.0,0.99,465.2
l96190,2030418,2030425,2.14,0.96,385.2
l96191,2030438,2030418,0.91,0.96,258.46
l96192,2030419,2030420,0.0,0.99,125.0
l96193,2030433,2030424,24.3,0.98,1210.24
l96194,2030424,2030444,0.91,0.98,1114.68
l96195,2030425,2030427,0.54,0.96,248.02
l96196,2030427,2030438,2.84,0.96,350.0
l96197,2030429,2030432,0.0,0.99,646.2
l96198,2030429,2030433,0.0,0.98,0.0
l96199,2030430,2030432,0.0,0.99,521.2
l96200,2030431,2030432,0.0,0.99,125.0
l96201,2030435,2030436,0.0,0.96,0.0
l96202,2030437,2030440,0.0,0.99,608.7
l96203,2030437,2030441,0.0,0.99,525.45
l96204,2030437,2030442,0.0,0.99,525.0
l96205,2030437,2030443,0.0,0.99,523.79
l96206,2030437,2030444,0.0,0.98,0.0
l96207,2030438,2030440,0.0,0.99,458.7
l96208,2030439,2030440,0.0,0.99,150.0
l96209,2030445,2030448,0.0,0.99,283.0
l96210,2030446,2030448,0.0,0.99,141.5
l96211,2030447,2030448,0.0,0.99,141.5
l96212,2030450,2030449,0.0,0.99,451.13
l96213,2030449,2030451,0.0,0.99,511.9
l96214,2030449,2030452,0.0,0.99,511.4
l96215,2030449,2030453,0.0,0.99,511.02
